town,gm_id,english_name
Ακουρσός,ChIJ_7gnTGgJ5xQRUQ-eUemddKs,Akoursos
Κάθικας,ChIJxf1xV-4L5xQRVBf1HXh0pvg,Kathikas
Πέγεια,ChIJ43dQmoOn5xQRPJ9JRPjv-8s,Peyia
Πάνω Aρχιμανδρίτα,ChIJu1Dba4MX5xQR9aLrIfiRheU,Archimandrita
Φασούλα Πάφου,ChIJwSBvpKsQ5xQRxNBde6URxnc,Fasoula
Μούσερε,ChIJQR7wLisW5xQRmlZUm1L6qEI,Mousere
Μαμώνια,ChIJw9fiKk8X5xQRYgr96FRmGU8,Mamonia
Άγιος Γεώργιος Πάφου,ChIJV7HvzxcX5xQRJMoYKsfk5Lo,Agios Georgios
Σταυροκόννου,ChIJi96-Kc8Q5xQRbhm7CZPyqLE,Stavrokonnou
Πραστιό Πάφου,ChIJEeI5PjgW5xQRGQpzlIxmEes,Prastio
Τραχυπέδουλα,ChIJCxo-CV4W5xQRKb2XiNVC38s,Trachypedoula
Κελοκέδαρα,ChIJRRJohJUW5xQRp7J7y7dez_Y,Kelokedara
Σαλαμιού,ChIJWWaNWLAV5xQRTSG0zu3fdVI,Salamiou
Κιδάσι,ChIJ9Q0jNwEW5xQRZ8ZyQTgbgck,Kidasi
Κέδαρες,ChIJKYObJDc-5xQRxlGUfM1M5Lw,Kedares
Μέσανα,ChIJqQRe0ZwV5xQRIAknJL03eLQ,Mesana
Πραιτώρι,ChIJI6F7PLc_5xQRVNUU4Fnaby0,Praitori
Φιλούσα Κελοκεδάρων,ChIJ89hDN7g_5xQRHvC1Zd1cJ84,Philousa Kelokedharon
Αρμίνου,ChIJ9RiOwdg_5xQROLkt-VkQK_o,Arminou
Άγιος Νικόλαος Πάφου,ChIJJ_NNz5k_5xQR3nvpc8xSx1M,Agios Nikolaos
Άγιος Ιωάννης Πάφου,ChIJzyEZORIV5xQRCZMLuk8q3nA,Ayios Ioannis
Αμαργέτη,ChIJ7VUdgaER5xQRp92UkMfzT1s,Amargeti
Αγία Μαρίνα Κελοκεδάρων,ChIJBeVoF0UR5xQR0Fg4DxRXyLY,Agia Marina
Πενταλιά,ChIJkQpYp_MT5xQRMfBBMZ-ttyU,Pentalia
Φάλεια,ChIJj37GZc4T5xQR3Wcb0rOIyQA,Faleia
Γαλαταριά,ChIJv_x8HoEU5xQRlQLAe8yfaP8,Galataria
Κοιλίνεια,ChIJE5gvFIMU5xQROW-KrTBrlN0,Koilineia
Βρέτσια,ChIJi-GPksMU5xQRQAxPJLdfSl4,Vretsia
Στατός-Άγιος Φώτιος,ChIJb_gB9m0T5xQRBUiMwyox43s,Statos
Μαμούνταλη,ChIJh4DYu1IT5xQRshEWw5AhtHk,Mamountali
Πάνω Παναγιά,ChIJf9rKwU1r5xQRyU-Ox8F7sxE,Pano Panagia
Ασπρογιά,ChIJgVGdZbJs5xQRcZ2fCcOPj_A,Asprogia
Ψάθι,ChIJR3HTRoQN5xQRacgN5RQQev8,Psathi
Άγιος Δημητριανός,ChIJnV8KDI8S5xQR2BS5dzoY-OI,Agios Dimitrianos
Κανναβιού,ChIJ8f4S4twS5xQRp6lhuuvb368,Kannaviou
Θρινιά,ChIJTU8OJWUN5xQRxqPxal6ZthY,Thrinia
Μηλιά Πάφου,ChIJyZlJr58S5xQRJtX1Dd71t7k,Milia
Κρίτου Μαρόττου,ChIJ90imWcgS5xQRM_YxAlrtldY,Kritou Marottou
Φύτη,ChIJVbGq9LES5xQRO6msXd1mRSk,Fyti
Λάσα,ChIJQWFljWcN5xQRwVSi8jpgL7A,Lasa
Δρύμου,ChIJQSFGoBQN5xQRigiQCA3XB_c,Drymou
Σίμου,ChIJo8j2vToN5xQRaRikXzmbvTI,Simou
Αναδιού,ChIJ96o4Jzpt5xQRLt2jTjPcLEs,Anadhiou
Σαραμά,ChIJPf0Jd6Vy5xQRp1LucKssDoE,Sarama
Ευρέτου,ChIJt23K4ixz5xQRYVdiqtNAKaQ,Evretou
Φιλούσα Χρυσοχούς,ChIJj_nQYOhy5xQR6-XABiwIfYU,Filousa
Μελάδεια,ChIJCRuV8PZy5xQRPtHDBTy1Jsc,Meladeia
Μελάνδρα,ChIJ89aZOGNy5xQRn5pWUfjFWZ0,Melandra
Λυσός,ChIJSRkPNVxy5xQR6nPsiq1GRVM,Lysos
Περιστερώνα Πάφου,ChIJh2MszQNz5xQRwiUss6zz4Ps,Peristerona
Θελέτρα,ChIJnQdyb3UM5xQREWoBx9hxa_w,Theletra
Γιόλου,ChIJXeES2_UM5xQRdlM9Zse4O3U,Giolou
Πάνω Ακουρδάλεια,ChIJAdgmTqEM5xQR7drKQFX2_sM,Pano Akourdaleia
Μηλιού,ChIJyZlJr58S5xQRJtX1Dd71t7k,Milia
Κάτω Ακουρδάλεια,ChIJAdgmTqEM5xQRKye1GFrMOjk,Kato Akourdaleia
Τέρα,ChIJy74U_0cL5xQR4vgrxQbKHFo,Tera
Κρίτου Τέρα,ChIJradWFhUL5xQRdO494BYHcRY,Kritou Tera
Σκούλλη,ChIJvYg4015z5xQRs9hM8NBQo1c,Skoulli
Χόλη,ChIJQxX9Dqh05xQRE-ZA787HjjI,Choli
Λουκρούνου,ChIJOyE2m7kM5xQR7Zz06XYIf6g,Loukrounou
Καραμούλληδες,ChIJ48bvnZ105xQRVTqRxje6KG4,Karamoullides
Χρυσοχού,ChIJ1eJGl4R05xQRO5RlngWFrjo,Chrysochou
Πόλις Χρυσοχούς,ChIJG4zmlxR05xQR7lc0vj1h-YQ,Poli Crysochous
Νέο Χωριό Πάφου,ChIJea2hkHl15xQRUNiWWiso9y4,Neo Chorio
Γουδί,ChIJl1_l_6F05xQRPeYa8V0qi6U,Goudi
Κάτω Αρόδες,ChIJ-XNtIKsL5xQRcNp9NnY3k4Y,Kato Arodes
Πάνω Αρόδες,ChIJOXmOpa4L5xQRz8u8YCVxJuI,Pano Arodes
'Ινεια,ChIJqXomLvsK5xQR5cJF_z1rsus,Ineia
Δρούσεια,ChIJ-7zq4-AK5xQR2vKa6C0aBNo,Drouseia
Ανδρολίκου,ChIJBQr6njd15xQRjubkMrKBafM,Androlikou
Πελαθούσα,ChIJBcAgfsRz5xQRvTz55AITJ5Q,Pelathousa
Κυνούσα,ChIJ7TLMHIlx5xQRHYZZF9C0fvU,Kynousa
Μακούντα,ChIJD-_WTnFx5xQRKOc-Jl7jBzo,Makounta
Αργάκα,ChIJ6dyG7gdx5xQRGTa8bXJr5_Y,Argaka
Γιαλιά,ChIJI9tyTRBw5xQR108fBLVy6pI,Gialia
Αγία Μαρίνα Χρυσοχούς,ChIJuUSLnLx65xQRhYWEs0TSmAI,Agia Marina Chrysochous
Νέα Δήμματα,ChIJz_RAJdt65xQRoe5ziti3GrU,Nea Dimmata
Πομός,ChIJ6SZ72sVk5xQR4oQyXLzAHi8,Pomos
Στενή,ChIJZ9pLEAtz5xQRKbn9mOItHS8,Steni
